Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Fdate,Continent,Continent_name
Moldova,47.4116,28.3699,2/8/20,0,0,0,2020-02-08,EU,Europe
Monaco,43.7333,7.4167,2/8/20,0,0,0,2020-02-08,EU,Europe
Mongolia,46.8625,103.8467,2/8/20,0,0,0,2020-02-08,AS,Asia
Montenegro,42.5,19.3,2/8/20,0,0,0,2020-02-08,EU,Europe
Morocco,31.7917,-7.0926,2/8/20,0,0,0,2020-02-08,AF,Africa
Namibia,-22.9576,18.4904,2/8/20,0,0,0,2020-02-08,AF,Africa
Nepal,28.1667,84.25,2/8/20,1,0,0,2020-02-08,AS,Asia
Netherlands,12.5186,-70.0358,2/8/20,0,0,0,2020-02-08,EU,Europe
Netherlands,12.1696,-68.99,2/8/20,0,0,0,2020-02-08,EU,Europe
Netherlands,18.0425,-63.0548,2/8/20,0,0,0,2020-02-08,EU,Europe
Netherlands,52.1326,5.2913,2/8/20,0,0,0,2020-02-08,EU,Europe
New Zealand,-40.9006,174.886,2/8/20,0,0,0,2020-02-08,OC,Oceania
Nicaragua,12.8654,-85.2072,2/8/20,0,0,0,2020-02-08,NA,North America
Niger,17.6078,8.0817,2/8/20,0,0,0,2020-02-08,AF,Africa
Nigeria,9.082,8.6753,2/8/20,0,0,0,2020-02-08,AF,Africa
North Macedonia,41.6086,21.7453,2/8/20,0,0,0,2020-02-08,EU,Europe
Norway,60.472,8.4689,2/8/20,0,0,0,2020-02-08,EU,Europe
Oman,21.0,57.0,2/8/20,0,0,0,2020-02-08,AS,Asia
Pakistan,30.3753,69.3451,2/8/20,0,0,0,2020-02-08,AS,Asia
Panama,8.538,-80.7821,2/8/20,0,0,0,2020-02-08,NA,North America
Papua New Guinea,-6.315,143.9555,2/8/20,0,0,0,2020-02-08,OC,Oceania
Paraguay,-23.4425,-58.4438,2/8/20,0,0,0,2020-02-08,SA,South America
Peru,-9.19,-75.0152,2/8/20,0,0,0,2020-02-08,SA,South America
Philippines,13.0,122.0,2/8/20,3,1,0,2020-02-08,AS,Asia
Poland,51.9194,19.1451,2/8/20,0,0,0,2020-02-08,EU,Europe
Portugal,39.3999,-8.2245,2/8/20,0,0,0,2020-02-08,EU,Europe
Qatar,25.3548,51.1839,2/8/20,0,0,0,2020-02-08,AS,Asia
Romania,45.9432,24.9668,2/8/20,0,0,0,2020-02-08,EU,Europe
Russia,60.0,90.0,2/8/20,2,0,0,2020-02-08,EU,Europe
Rwanda,-1.9403,29.8739,2/8/20,0,0,0,2020-02-08,AF,Africa
Saint Lucia,13.9094,-60.9789,2/8/20,0,0,0,2020-02-08,NA,North America
Saint Vincent and the Grenadines,12.9843,-61.2872,2/8/20,0,0,0,2020-02-08,NA,North America
San Marino,43.9424,12.4578,2/8/20,0,0,0,2020-02-08,EU,Europe
Saudi Arabia,24.0,45.0,2/8/20,0,0,0,2020-02-08,AS,Asia
Senegal,14.4974,-14.4524,2/8/20,0,0,0,2020-02-08,AF,Africa
Serbia,44.0165,21.0059,2/8/20,0,0,0,2020-02-08,EU,Europe
Seychelles,-4.6796,55.492,2/8/20,0,0,0,2020-02-08,AF,Africa
Singapore,1.2833,103.8333,2/8/20,33,0,2,2020-02-08,AS,Asia
Slovakia,48.669,19.699,2/8/20,0,0,0,2020-02-08,EU,Europe
Slovenia,46.1512,14.9955,2/8/20,0,0,0,2020-02-08,EU,Europe
Somalia,5.1521,46.1996,2/8/20,0,0,0,2020-02-08,AF,Africa
South Africa,-30.5595,22.9375,2/8/20,0,0,0,2020-02-08,AF,Africa
Spain,40.0,-4.0,2/8/20,1,0,0,2020-02-08,EU,Europe
Sri Lanka,7.0,81.0,2/8/20,1,0,1,2020-02-08,AS,Asia
Sudan,12.8628,30.2176,2/8/20,0,0,0,2020-02-08,AF,Africa
Suriname,3.9193,-56.0278,2/8/20,0,0,0,2020-02-08,SA,South America
Sweden,63.0,16.0,2/8/20,1,0,0,2020-02-08,EU,Europe
Switzerland,46.8182,8.2275,2/8/20,0,0,0,2020-02-08,EU,Europe
Tanzania,-6.369,34.8888,2/8/20,0,0,0,2020-02-08,AF,Africa
Thailand,15.0,101.0,2/8/20,32,0,10,2020-02-08,AS,Asia
Togo,8.6195,0.8248,2/8/20,0,0,0,2020-02-08,AF,Africa
Trinidad and Tobago,10.6918,-61.2225,2/8/20,0,0,0,2020-02-08,NA,North America
Tunisia,34.0,9.0,2/8/20,0,0,0,2020-02-08,AF,Africa
Turkey,38.9637,35.2433,2/8/20,0,0,0,2020-02-08,AS,Asia
Uganda,1.0,32.0,2/8/20,0,0,0,2020-02-08,AF,Africa
Ukraine,48.3794,31.1656,2/8/20,0,0,0,2020-02-08,EU,Europe
United Arab Emirates,24.0,54.0,2/8/20,7,0,0,2020-02-08,AS,Asia
United Kingdom,32.3078,-64.7505,2/8/20,0,0,0,2020-02-08,EU,Europe
United Kingdom,19.3133,-81.2546,2/8/20,0,0,0,2020-02-08,EU,Europe
United Kingdom,49.3723,-2.3644,2/8/20,0,0,0,2020-02-08,EU,Europe
United Kingdom,36.1408,-5.3536,2/8/20,0,0,0,2020-02-08,EU,Europe
United Kingdom,54.2361,-4.5481,2/8/20,0,0,0,2020-02-08,EU,Europe
United Kingdom,16.7425,-62.1874,2/8/20,0,0,0,2020-02-08,EU,Europe
United Kingdom,55.3781,-3.4360000000000004,2/8/20,3,0,0,2020-02-08,EU,Europe
Uruguay,-32.5228,-55.7658,2/8/20,0,0,0,2020-02-08,SA,South America
United States,37.0902,-95.7129,2/8/20,11,0,0,2020-02-08,NA,North America
Uzbekistan,41.3775,64.5853,2/8/20,0,0,0,2020-02-08,AS,Asia
Venezuela,6.4238,-66.5897,2/8/20,0,0,0,2020-02-08,SA,South America
Vietnam,16.0,108.0,2/8/20,13,0,1,2020-02-08,AS,Asia
Zambia,-15.4167,28.2833,2/8/20,0,0,0,2020-02-08,AF,Africa
Zimbabwe,-20.0,30.0,2/8/20,0,0,0,2020-02-08,AF,Africa
Canada,0.0,0.0,2/8/20,0,0,0,2020-02-08,NA,North America
Dominica,15.415,-61.371,2/8/20,0,0,0,2020-02-08,NA,North America
Grenada,12.1165,-61.678999999999995,2/8/20,0,0,0,2020-02-08,NA,North America
Mozambique,-18.665695,35.529562,2/8/20,0,0,0,2020-02-08,AF,Africa
Syria,34.802075,38.996815000000005,2/8/20,0,0,0,2020-02-08,AS,Asia
Timor-Leste,-8.874217,125.727539,2/8/20,0,0,0,2020-02-08,AS,Asia
Belize,13.1939,-59.5432,2/8/20,0,0,0,2020-02-08,NA,North America
Laos,19.856270000000002,102.495496,2/8/20,0,0,0,2020-02-08,AS,Asia
Libya,26.3351,17.228331,2/8/20,0,0,0,2020-02-08,AF,Africa
Palestine,31.9522,35.2332,2/8/20,0,0,0,2020-02-08,AS,Asia
Guinea-Bissau,11.8037,-15.1804,2/8/20,0,0,0,2020-02-08,AF,Africa
Mali,17.570692,-3.9961660000000006,2/8/20,0,0,0,2020-02-08,AF,Africa
Saint Kitts and Nevis,17.357822,-62.782998,2/8/20,0,0,0,2020-02-08,NA,North America
Canada,64.8255,-124.8457,2/8/20,0,0,0,2020-02-08,NA,North America
Canada,64.2823,-135.0,2/8/20,0,0,0,2020-02-08,NA,North America
Kosovo,42.602636,20.902977,2/8/20,0,0,0,2020-02-08,EU,Europe
Myanmar,21.9162,95.956,2/8/20,0,0,0,2020-02-08,AS,Asia
United Kingdom,18.2206,-63.0686,2/8/20,0,0,0,2020-02-08,EU,Europe
United Kingdom,18.4207,-64.64,2/8/20,0,0,0,2020-02-08,EU,Europe
United Kingdom,21.694000000000003,-71.7979,2/8/20,0,0,0,2020-02-08,EU,Europe
MS Zaandam,0.0,0.0,2/8/20,0,0,0,2020-02-08,EU,Europe
Botswana,-22.3285,24.6849,2/8/20,0,0,0,2020-02-08,AF,Africa
Burundi,-3.3731,29.9189,2/8/20,0,0,0,2020-02-08,AF,Africa
Sierra Leone,8.460555000000001,-11.779889,2/8/20,0,0,0,2020-02-08,AF,Africa
Malawi,-13.254307999999998,34.301525,2/8/20,0,0,0,2020-02-08,AF,Africa
United Kingdom,-51.7963,-59.5236,2/8/20,0,0,0,2020-02-08,EU,Europe
France,46.8852,-56.3159,2/8/20,0,0,0,2020-02-08,EU,Europe
South Sudan,6.877000000000001,31.307,2/8/20,0,0,0,2020-02-08,AF,Africa
Western Sahara,24.2155,-12.8858,2/8/20,0,0,0,2020-02-08,AS,Asia
Sao Tome and Principe,0.18636,6.613081,2/8/20,0,0,0,2020-02-08,AF,Africa
Yemen,15.552726999999999,48.516388,2/8/20,0,0,0,2020-02-08,AS,Asia
Comoros,-11.6455,43.3333,2/8/20,0,0,0,2020-02-08,AF,Africa
Tajikistan,38.861034000000004,71.276093,2/8/20,0,0,0,2020-02-08,AS,Asia
Lesotho,-29.609988,28.233608,2/8/20,0,0,0,2020-02-08,AF,Africa
Afghanistan,33.0,65.0,2/9/20,0,0,0,2020-02-09,AS,Asia
Albania,41.1533,20.1683,2/9/20,0,0,0,2020-02-09,EU,Europe
Algeria,28.0339,1.6596,2/9/20,0,0,0,2020-02-09,AF,Africa
Andorra,42.5063,1.5218,2/9/20,0,0,0,2020-02-09,EU,Europe
Angola,-11.2027,17.8739,2/9/20,0,0,0,2020-02-09,AF,Africa
Antigua and Barbuda,17.0608,-61.7964,2/9/20,0,0,0,2020-02-09,NA,North America
Argentina,-38.4161,-63.6167,2/9/20,0,0,0,2020-02-09,SA,South America
Armenia,40.0691,45.0382,2/9/20,0,0,0,2020-02-09,AS,Asia
Australia,-35.4735,149.0124,2/9/20,0,0,0,2020-02-09,OC,Oceania
Australia,-33.8688,151.2093,2/9/20,4,0,2,2020-02-09,OC,Oceania
Australia,-12.4634,130.8456,2/9/20,0,0,0,2020-02-09,OC,Oceania
Australia,-28.0167,153.4,2/9/20,5,0,0,2020-02-09,OC,Oceania
Australia,-34.9285,138.6007,2/9/20,2,0,0,2020-02-09,OC,Oceania
Australia,-41.4545,145.9707,2/9/20,0,0,0,2020-02-09,OC,Oceania
Australia,-37.8136,144.9631,2/9/20,4,0,0,2020-02-09,OC,Oceania
Australia,-31.9505,115.8605,2/9/20,0,0,0,2020-02-09,OC,Oceania
Australia,47.5162,14.5501,2/9/20,0,0,0,2020-02-09,OC,Oceania
Azerbaijan,40.1431,47.5769,2/9/20,0,0,0,2020-02-09,AS,Asia
Bahamas,25.0343,-77.3963,2/9/20,0,0,0,2020-02-09,NA,North America
Bahrain,26.0275,50.55,2/9/20,0,0,0,2020-02-09,AS,Asia
Bangladesh,23.685,90.3563,2/9/20,0,0,0,2020-02-09,AS,Asia
Barbados,13.1939,-59.5432,2/9/20,0,0,0,2020-02-09,NA,North America
United States,53.7098,27.9534,2/9/20,0,0,0,2020-02-09,NA,North America
Belgium,50.8333,4.0,2/9/20,1,0,0,2020-02-09,EU,Europe
Benin,9.3077,2.3158,2/9/20,0,0,0,2020-02-09,AF,Africa
Bhutan,27.5142,90.4336,2/9/20,0,0,0,2020-02-09,AS,Asia
Bolivia,-16.2902,-63.5887,2/9/20,0,0,0,2020-02-09,SA,South America
Bosnia and Herzegovina,43.9159,17.6791,2/9/20,0,0,0,2020-02-09,EU,Europe
Brazil,-14.235,-51.9253,2/9/20,0,0,0,2020-02-09,SA,South America
Brunei,4.5353,114.7277,2/9/20,0,0,0,2020-02-09,AS,Asia
Bulgaria,42.7339,25.4858,2/9/20,0,0,0,2020-02-09,EU,Europe
Burkina Faso,12.2383,-1.5616,2/9/20,0,0,0,2020-02-09,AF,Africa
Cabo Verde,16.5388,-23.0418,2/9/20,0,0,0,2020-02-09,AF,Africa
Cambodia,11.55,104.9167,2/9/20,1,0,0,2020-02-09,AS,Asia
Cameroon,3.8480000000000003,11.5021,2/9/20,0,0,0,2020-02-09,AF,Africa
Canada,53.9333,-116.5765,2/9/20,0,0,0,2020-02-09,NA,North America
Canada,49.2827,-123.1207,2/9/20,4,0,0,2020-02-09,NA,North America
Canada,37.6489,-122.6655,2/9/20,0,0,0,2020-02-09,NA,North America
Canada,53.7609,-98.8139,2/9/20,0,0,0,2020-02-09,NA,North America
Canada,46.5653,-66.4619,2/9/20,0,0,0,2020-02-09,NA,North America
Canada,53.1355,-57.6604,2/9/20,0,0,0,2020-02-09,NA,North America
Canada,44.681999999999995,-63.7443,2/9/20,0,0,0,2020-02-09,NA,North America
Canada,51.2538,-85.3232,2/9/20,3,0,0,2020-02-09,NA,North America
Canada,46.5107,-63.4168,2/9/20,0,0,0,2020-02-09,NA,North America
Canada,52.9399,-73.5491,2/9/20,0,0,0,2020-02-09,NA,North America
Canada,52.9399,-106.4509,2/9/20,0,0,0,2020-02-09,NA,North America
Central African Republic,6.6111,20.9394,2/9/20,0,0,0,2020-02-09,AF,Africa
Chad,15.4542,18.7322,2/9/20,0,0,0,2020-02-09,AF,Africa
Chile,-35.6751,-71.543,2/9/20,0,0,0,2020-02-09,SA,South America
China,31.8257,117.2264,2/9/20,779,1,72,2020-02-09,AS,Asia
China,40.1824,116.4142,2/9/20,326,2,37,2020-02-09,AS,Asia
China,30.0572,107.874,2/9/20,468,2,51,2020-02-09,AS,Asia
China,26.0789,117.9874,2/9/20,250,0,35,2020-02-09,AS,Asia
China,37.8099,101.0583,2/9/20,83,2,16,2020-02-09,AS,Asia
China,23.3417,113.4244,2/9/20,1131,1,141,2020-02-09,AS,Asia
China,23.8298,108.7881,2/9/20,195,1,18,2020-02-09,AS,Asia
China,26.8154,106.8748,2/9/20,99,1,7,2020-02-09,AS,Asia
China,19.1959,109.7453,2/9/20,131,3,19,2020-02-09,AS,Asia
China,39.549,116.1306,2/9/20,206,2,34,2020-02-09,AS,Asia
China,47.861999999999995,127.7615,2/9/20,307,6,14,2020-02-09,AS,Asia
China,33.882,113.61399999999999,2/9/20,1033,6,153,2020-02-09,AS,Asia
China,22.3,114.2,2/9/20,29,1,0,2020-02-09,AS,Asia
China,30.9756,112.2707,2/9/20,29631,871,1795,2020-02-09,AS,Asia
China,27.6104,111.7088,2/9/20,838,1,186,2020-02-09,AS,Asia
China,44.0935,113.9448,2/9/20,54,0,5,2020-02-09,AS,Asia
China,32.9711,119.455,2/9/20,468,0,71,2020-02-09,AS,Asia
China,27.614,115.7221,2/9/20,740,0,73,2020-02-09,AS,Asia
China,43.6661,126.1923,2/9/20,78,1,12,2020-02-09,AS,Asia
China,41.2956,122.6085,2/9/20,107,0,12,2020-02-09,AS,Asia
China,22.1667,113.55,2/9/20,10,0,1,2020-02-09,AS,Asia
China,37.2692,106.1655,2/9/20,45,0,13,2020-02-09,AS,Asia
China,35.7452,95.9956,2/9/20,18,0,3,2020-02-09,AS,Asia
China,35.1917,108.8701,2/9/20,208,0,25,2020-02-09,AS,Asia
China,36.3427,118.1498,2/9/20,444,1,63,2020-02-09,AS,Asia
China,31.201999999999998,121.4491,2/9/20,293,1,44,2020-02-09,AS,Asia
China,37.5777,112.2922,2/9/20,119,0,25,2020-02-09,AS,Asia
China,30.6171,102.7103,2/9/20,386,1,71,2020-02-09,AS,Asia
China,39.3054,117.323,2/9/20,91,1,4,2020-02-09,AS,Asia
China,31.6927,88.0924,2/9/20,1,0,0,2020-02-09,AS,Asia
China,41.1129,85.2401,2/9/20,45,0,0,2020-02-09,AS,Asia
China,24.974,101.48700000000001,2/9/20,141,0,18,2020-02-09,AS,Asia
China,29.1832,120.0934,2/9/20,1075,0,201,2020-02-09,AS,Asia
Colombia,4.5709,-74.2973,2/9/20,0,0,0,2020-02-09,SA,South America
Costa Rica,9.7489,-83.7534,2/9/20,0,0,0,2020-02-09,NA,North America
Croatia,45.1,15.2,2/9/20,0,0,0,2020-02-09,EU,Europe
Cuba,22.0,-80.0,2/9/20,0,0,0,2020-02-09,NA,North America
United States,35.1264,33.4299,2/9/20,0,0,0,2020-02-09,NA,North America
Czechia,49.8175,15.472999999999999,2/9/20,0,0,0,2020-02-09,EU,Europe
Denmark,61.8926,-6.9118,2/9/20,0,0,0,2020-02-09,EU,Europe
Denmark,71.7069,-42.6043,2/9/20,0,0,0,2020-02-09,EU,Europe
Denmark,56.2639,9.5018,2/9/20,0,0,0,2020-02-09,EU,Europe
Djibouti,11.8251,42.5903,2/9/20,0,0,0,2020-02-09,AF,Africa
Dominican Republic,18.7357,-70.1627,2/9/20,0,0,0,2020-02-09,NA,North America
Ecuador,-1.8312,-78.1834,2/9/20,0,0,0,2020-02-09,SA,South America
Egypt,26.0,30.0,2/9/20,0,0,0,2020-02-09,AF,Africa
El Salvador,13.7942,-88.8965,2/9/20,0,0,0,2020-02-09,NA,North America
Equatorial Guinea,1.5,10.0,2/9/20,0,0,0,2020-02-09,AF,Africa
Eritrea,15.1794,39.7823,2/9/20,0,0,0,2020-02-09,AF,Africa
Estonia,58.5953,25.0136,2/9/20,0,0,0,2020-02-09,EU,Europe
Eswatini,-26.5225,31.4659,2/9/20,0,0,0,2020-02-09,AF,Africa
Ethiopia,9.145,40.4897,2/9/20,0,0,0,2020-02-09,AF,Africa
Fiji,-17.7134,178.065,2/9/20,0,0,0,2020-02-09,OC,Oceania
Finland,64.0,26.0,2/9/20,1,0,0,2020-02-09,EU,Europe
France,3.9339,-53.1258,2/9/20,0,0,0,2020-02-09,EU,Europe
France,-17.6797,149.4068,2/9/20,0,0,0,2020-02-09,EU,Europe
France,16.25,-61.5833,2/9/20,0,0,0,2020-02-09,EU,Europe
France,-12.8275,45.1662,2/9/20,0,0,0,2020-02-09,EU,Europe
France,-20.9043,165.618,2/9/20,0,0,0,2020-02-09,EU,Europe
France,-21.1351,55.2471,2/9/20,0,0,0,2020-02-09,EU,Europe
France,17.9,-62.8333,2/9/20,0,0,0,2020-02-09,EU,Europe
France,18.0708,-63.0501,2/9/20,0,0,0,2020-02-09,EU,Europe
France,14.6415,-61.0242,2/9/20,0,0,0,2020-02-09,EU,Europe
France,46.2276,2.2137,2/9/20,11,0,0,2020-02-09,EU,Europe
Gabon,-0.8037,11.6094,2/9/20,0,0,0,2020-02-09,AF,Africa
Gambia,13.4432,-15.3101,2/9/20,0,0,0,2020-02-09,AF,Africa
Georgia,42.3154,43.3569,2/9/20,0,0,0,2020-02-09,AS,Asia
Germany,51.0,9.0,2/9/20,14,0,0,2020-02-09,EU,Europe
Ghana,7.9465,-1.0232,2/9/20,0,0,0,2020-02-09,AF,Africa
Greece,39.0742,21.8243,2/9/20,0,0,0,2020-02-09,EU,Europe
Guatemala,15.7835,-90.2308,2/9/20,0,0,0,2020-02-09,NA,North America
Guinea,9.9456,-9.6966,2/9/20,0,0,0,2020-02-09,AF,Africa
Guyana,5.0,-58.75,2/9/20,0,0,0,2020-02-09,SA,South America
Haiti,18.9712,-72.2852,2/9/20,0,0,0,2020-02-09,NA,North America
Honduras,15.2,-86.2419,2/9/20,0,0,0,2020-02-09,NA,North America
Hungary,47.1625,19.5033,2/9/20,0,0,0,2020-02-09,EU,Europe
Iceland,64.9631,-19.0208,2/9/20,0,0,0,2020-02-09,EU,Europe
India,21.0,78.0,2/9/20,3,0,0,2020-02-09,AS,Asia
Indonesia,-0.7893,113.9213,2/9/20,0,0,0,2020-02-09,AS,Asia
Iran,32.0,53.0,2/9/20,0,0,0,2020-02-09,AS,Asia
Iraq,33.0,44.0,2/9/20,0,0,0,2020-02-09,AS,Asia
Ireland,53.1424,-7.6921,2/9/20,0,0,0,2020-02-09,EU,Europe
Israel,31.0,35.0,2/9/20,0,0,0,2020-02-09,AS,Asia
Italy,43.0,12.0,2/9/20,3,0,0,2020-02-09,EU,Europe
Jamaica,18.1096,-77.2975,2/9/20,0,0,0,2020-02-09,NA,North America
Japan,36.0,138.0,2/9/20,26,0,1,2020-02-09,AS,Asia
Jordan,31.24,36.51,2/9/20,0,0,0,2020-02-09,AS,Asia
Kazakhstan,48.0196,66.9237,2/9/20,0,0,0,2020-02-09,AS,Asia
Kenya,-0.0236,37.9062,2/9/20,0,0,0,2020-02-09,AF,Africa
South Korea,36.0,128.0,2/9/20,25,0,3,2020-02-09,AS,Asia
Kuwait,29.5,47.75,2/9/20,0,0,0,2020-02-09,AS,Asia
Kyrgyzstan,41.2044,74.7661,2/9/20,0,0,0,2020-02-09,AS,Asia
Latvia,56.8796,24.6032,2/9/20,0,0,0,2020-02-09,EU,Europe
Lebanon,33.8547,35.8623,2/9/20,0,0,0,2020-02-09,AS,Asia
Liberia,6.4281,-9.4295,2/9/20,0,0,0,2020-02-09,AF,Africa
Liechtenstein,47.14,9.55,2/9/20,0,0,0,2020-02-09,EU,Europe
Lithuania,55.1694,23.8813,2/9/20,0,0,0,2020-02-09,EU,Europe
Luxembourg,49.8153,6.1296,2/9/20,0,0,0,2020-02-09,EU,Europe
Madagascar,-18.7669,46.8691,2/9/20,0,0,0,2020-02-09,AF,Africa
Malaysia,2.5,112.5,2/9/20,16,0,1,2020-02-09,AS,Asia
Maldives,3.2028,73.2207,2/9/20,0,0,0,2020-02-09,AS,Asia
Malta,35.9375,14.3754,2/9/20,0,0,0,2020-02-09,EU,Europe
Mauritania,21.0079,10.9408,2/9/20,0,0,0,2020-02-09,AF,Africa
Mauritius,-20.2,57.5,2/9/20,0,0,0,2020-02-09,AF,Africa
Mexico,23.6345,-102.5528,2/9/20,0,0,0,2020-02-09,NA,North America
Moldova,47.4116,28.3699,2/9/20,0,0,0,2020-02-09,EU,Europe
Monaco,43.7333,7.4167,2/9/20,0,0,0,2020-02-09,EU,Europe
Mongolia,46.8625,103.8467,2/9/20,0,0,0,2020-02-09,AS,Asia
Montenegro,42.5,19.3,2/9/20,0,0,0,2020-02-09,EU,Europe
Morocco,31.7917,-7.0926,2/9/20,0,0,0,2020-02-09,AF,Africa
Namibia,-22.9576,18.4904,2/9/20,0,0,0,2020-02-09,AF,Africa
Nepal,28.1667,84.25,2/9/20,1,0,0,2020-02-09,AS,Asia
Netherlands,12.5186,-70.0358,2/9/20,0,0,0,2020-02-09,EU,Europe
Netherlands,12.1696,-68.99,2/9/20,0,0,0,2020-02-09,EU,Europe
Netherlands,18.0425,-63.0548,2/9/20,0,0,0,2020-02-09,EU,Europe
Netherlands,52.1326,5.2913,2/9/20,0,0,0,2020-02-09,EU,Europe
New Zealand,-40.9006,174.886,2/9/20,0,0,0,2020-02-09,OC,Oceania
Nicaragua,12.8654,-85.2072,2/9/20,0,0,0,2020-02-09,NA,North America
Niger,17.6078,8.0817,2/9/20,0,0,0,2020-02-09,AF,Africa
Nigeria,9.082,8.6753,2/9/20,0,0,0,2020-02-09,AF,Africa
North Macedonia,41.6086,21.7453,2/9/20,0,0,0,2020-02-09,EU,Europe
Norway,60.472,8.4689,2/9/20,0,0,0,2020-02-09,EU,Europe
Oman,21.0,57.0,2/9/20,0,0,0,2020-02-09,AS,Asia
Pakistan,30.3753,69.3451,2/9/20,0,0,0,2020-02-09,AS,Asia
Panama,8.538,-80.7821,2/9/20,0,0,0,2020-02-09,NA,North America
Papua New Guinea,-6.315,143.9555,2/9/20,0,0,0,2020-02-09,OC,Oceania
Paraguay,-23.4425,-58.4438,2/9/20,0,0,0,2020-02-09,SA,South America
Peru,-9.19,-75.0152,2/9/20,0,0,0,2020-02-09,SA,South America
Philippines,13.0,122.0,2/9/20,3,1,0,2020-02-09,AS,Asia
Poland,51.9194,19.1451,2/9/20,0,0,0,2020-02-09,EU,Europe
Portugal,39.3999,-8.2245,2/9/20,0,0,0,2020-02-09,EU,Europe
Qatar,25.3548,51.1839,2/9/20,0,0,0,2020-02-09,AS,Asia
Romania,45.9432,24.9668,2/9/20,0,0,0,2020-02-09,EU,Europe
Russia,60.0,90.0,2/9/20,2,0,0,2020-02-09,EU,Europe
Rwanda,-1.9403,29.8739,2/9/20,0,0,0,2020-02-09,AF,Africa
Saint Lucia,13.9094,-60.9789,2/9/20,0,0,0,2020-02-09,NA,North America
Saint Vincent and the Grenadines,12.9843,-61.2872,2/9/20,0,0,0,2020-02-09,NA,North America
San Marino,43.9424,12.4578,2/9/20,0,0,0,2020-02-09,EU,Europe
Saudi Arabia,24.0,45.0,2/9/20,0,0,0,2020-02-09,AS,Asia
Senegal,14.4974,-14.4524,2/9/20,0,0,0,2020-02-09,AF,Africa
Serbia,44.0165,21.0059,2/9/20,0,0,0,2020-02-09,EU,Europe
Seychelles,-4.6796,55.492,2/9/20,0,0,0,2020-02-09,AF,Africa
Singapore,1.2833,103.8333,2/9/20,40,0,2,2020-02-09,AS,Asia
Slovakia,48.669,19.699,2/9/20,0,0,0,2020-02-09,EU,Europe
Slovenia,46.1512,14.9955,2/9/20,0,0,0,2020-02-09,EU,Europe
Somalia,5.1521,46.1996,2/9/20,0,0,0,2020-02-09,AF,Africa
South Africa,-30.5595,22.9375,2/9/20,0,0,0,2020-02-09,AF,Africa
Spain,40.0,-4.0,2/9/20,2,0,0,2020-02-09,EU,Europe
Sri Lanka,7.0,81.0,2/9/20,1,0,1,2020-02-09,AS,Asia
Sudan,12.8628,30.2176,2/9/20,0,0,0,2020-02-09,AF,Africa
Suriname,3.9193,-56.0278,2/9/20,0,0,0,2020-02-09,SA,South America
Sweden,63.0,16.0,2/9/20,1,0,0,2020-02-09,EU,Europe
Switzerland,46.8182,8.2275,2/9/20,0,0,0,2020-02-09,EU,Europe
Tanzania,-6.369,34.8888,2/9/20,0,0,0,2020-02-09,AF,Africa
Thailand,15.0,101.0,2/9/20,32,0,10,2020-02-09,AS,Asia
Togo,8.6195,0.8248,2/9/20,0,0,0,2020-02-09,AF,Africa
Trinidad and Tobago,10.6918,-61.2225,2/9/20,0,0,0,2020-02-09,NA,North America
Tunisia,34.0,9.0,2/9/20,0,0,0,2020-02-09,AF,Africa
Turkey,38.9637,35.2433,2/9/20,0,0,0,2020-02-09,AS,Asia
Uganda,1.0,32.0,2/9/20,0,0,0,2020-02-09,AF,Africa
Ukraine,48.3794,31.1656,2/9/20,0,0,0,2020-02-09,EU,Europe
United Arab Emirates,24.0,54.0,2/9/20,7,0,0,2020-02-09,AS,Asia
United Kingdom,32.3078,-64.7505,2/9/20,0,0,0,2020-02-09,EU,Europe
United Kingdom,19.3133,-81.2546,2/9/20,0,0,0,2020-02-09,EU,Europe
United Kingdom,49.3723,-2.3644,2/9/20,0,0,0,2020-02-09,EU,Europe
United Kingdom,36.1408,-5.3536,2/9/20,0,0,0,2020-02-09,EU,Europe
United Kingdom,54.2361,-4.5481,2/9/20,0,0,0,2020-02-09,EU,Europe
United Kingdom,16.7425,-62.1874,2/9/20,0,0,0,2020-02-09,EU,Europe
United Kingdom,55.3781,-3.4360000000000004,2/9/20,3,0,0,2020-02-09,EU,Europe
Uruguay,-32.5228,-55.7658,2/9/20,0,0,0,2020-02-09,SA,South America
United States,37.0902,-95.7129,2/9/20,11,0,3,2020-02-09,NA,North America
Uzbekistan,41.3775,64.5853,2/9/20,0,0,0,2020-02-09,AS,Asia
Venezuela,6.4238,-66.5897,2/9/20,0,0,0,2020-02-09,SA,South America
Vietnam,16.0,108.0,2/9/20,13,0,1,2020-02-09,AS,Asia
Zambia,-15.4167,28.2833,2/9/20,0,0,0,2020-02-09,AF,Africa
Zimbabwe,-20.0,30.0,2/9/20,0,0,0,2020-02-09,AF,Africa
Canada,0.0,0.0,2/9/20,0,0,0,2020-02-09,NA,North America
Dominica,15.415,-61.371,2/9/20,0,0,0,2020-02-09,NA,North America
Grenada,12.1165,-61.678999999999995,2/9/20,0,0,0,2020-02-09,NA,North America
Mozambique,-18.665695,35.529562,2/9/20,0,0,0,2020-02-09,AF,Africa
Syria,34.802075,38.996815000000005,2/9/20,0,0,0,2020-02-09,AS,Asia
Timor-Leste,-8.874217,125.727539,2/9/20,0,0,0,2020-02-09,AS,Asia
Belize,13.1939,-59.5432,2/9/20,0,0,0,2020-02-09,NA,North America
